,,,,,,,,,,,,,,,,,,,,
,Tabla de conversiones,,,Bachelors,,,,,,,,,,,,,,,,
,Australia,Deakin University,Arts,Bachelor of Communication and Creative Arts,Theatre,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 37.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-communication-international,,,,,,,,,
,Australia,Deakin University,Arts,Bachelor of Communication and Creative Arts,Visual Arts,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 37.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-communication-international,,,,,,,,,
,Australia,Deakin University,Arts,Bachelor of Communication and Creative Arts,Writing,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 37.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-communication-international,,,,,,,,,
,España,EU Business School,Arts,Bachelor of Arts in Digital Communication,N/A,Barcelona,"February, June, August, October",3 years full-time," $ 14.100,00 ",EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Communication-Public-Relations-Barcelona/Overview/Overview.html,,,,,,,,,
,Reino Unido,Queen's University Belfast,Health Sciences,MB Medicine,Medicine,Belfast,Septiembre,5 años,41850,GBP,https://www.qub.ac.uk/courses/undergraduate/medicine-mb-a100/,GSP,,,,,,,,
,Reino Unido,University of Glasgow,Health Sciences,MBChB Medicine,Medicine,Glasgow,Septiembre,5 años,54460,GBP,https://www.gla.ac.uk/undergraduate/degrees/medicinembchb/,GSP,,,,,,,,
,Reino Unido,Aston University,Health Sciences,MBChB Medicine,Medicine,Birmingham,Septiembre,5 años,46000,GBP,https://www.aston.ac.uk/study/courses/medicine-mbchb,GSP,,,,,,,,
,Australia,The University of Western Australia,Health Sciences,"

Bachelor of Biomedicine ",Major of Medical Sciences,Perth (Crawley campus),"Februrary, July",3 years full-time," $ 48.700,00 ",AUD,https://www.uwa.edu.au/study/courses/medical-science#fees-and-scholarships ,,,,,,,,,
,Australia,The University of Western Australia,Health Sciences,Bachelor of Biomedical Science,Major of Pharmacology,Perth (Crawley campus),"Februrary, July",3 years full-time," $ 52.500,00 ",AUD,https://www.uwa.edu.au/study/courses/pharmacology ,,,,,,,,,
,Australia,RMIT University,Arts,Bachelor of Design (Digital Media),"Interactivos, Video",Melbourne City,"Feb, Jul",3 años,46080,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bachelor-of-design-digital-media-bp309,,,,,,,,,
,España,IED,Arts,Bachelor of Arts Hons - Fashion Design,Fashion Design,"Barcelona, Madrid",Septiembre,3 años,14600,EUR,https://www.ied.edu/courses/barcelona/bachelor-of-arts-honours/fashion-design,,,,,,,,,
,España,IED,Arts,Bachelor of Arts Hons - Fashion Marketing and Communication,Fashion Marketing,"Barcelona, Madrid",Septiembre,3 años,14600,EUR,https://www.ied.edu/courses/barcelona/bachelor-of-arts-honours/fashion-marketing-and-communication,,,,,,,,,
,Estados Unidos,Academy of Art University,Arts,Bachelor of Fine Arts (BFA) in Fashion,"Fashion Design, Styling, Knitwear, Merchandising, Textile Design",San Francisco,"Febrero, Junio, Septiembre",4 años,"$35,112",USD,https://www.academyart.edu/art-degree/fashion/,,,,,,,,,
,Australia,ICMS,Business,Bachelor of Business (Fashion & Global Brand Management),"Fashion, Brand Management",Manly / Sydney,"Feb, May, Sep",11 años,"~32,400",AUD,https://www.icms.edu.au/course/bachelor-of-business-fashion-global-brand-management/,,,,,,,,,
,Australia,The University of Western Australia,Arts,Bachelor of Arts,Major of Contemporary Popular Music,Perth (Crawley campus),"Februrary, July",3 years full-time," $ 48.300,00 ",AUD,https://www.uwa.edu.au/study/courses/contemporary-popular-music ,,,,,,,,,
,Australia,The University of Western Australia,Arts,Bachelor of Arts,Major of Music: Electronic Music and Sound Design,Perth (Crawley campus),"Februrary, July",3 years full-time," $ 48.300,00 ",AUD,https://www.uwa.edu.au/study/courses/music-electronic-music-and-sound-design ,,,,,,,,,
,Australia,The University of Western Australia,Arts,Bachelor of Arts,Major of Music Studies,Perth (Crawley campus),"Februrary, July",3 years full-time," $ 48.300,00 ",AUD,https://www.uwa.edu.au/study/courses/music-studies#17a709fc-d71f-42b6-91fb-a16c4c5caab0 ,,,,,,,,,
,Alemania,CBS International Business School,Business,Bachelor of Arts ,International Business,Cologne,"October, February, May",3 years full-time,"€5.850,00",EUR,https://www.cbs.de/en/bachelors-degree-germany/international-business,,,,,,,,,
,Alemania,CBS International Business School,Business,Bachelor of Arts,Business Psychology,Cologne,"October, February, May",3 years full-time,"€5.850,00",EUR,https://www.cbs.de/en/bachelors-degree-germany/business-psychology,,,,,,,,,
,Alemania,CBS International Business School,Business,Bachelor of Science ,Finance and Management,Cologne,"October, February, May",3 years full-time,"€5.850,00",EUR,https://www.cbs.de/en/bachelors-degree-germany/finance-and-management,,,,,,,,,
,Australia,RMIT University,Business,Bachelor of Business,14 majors,Melbourne City,"Feb, Jul, Oct",3 años,45120,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bachelor-of-business-bp343,,,,,,,,,
,España,C3S Business School,Business,BA (Hons) in Business Management,Business Management,Barcelona,"Sep, Feb",3 años,7000,EUR,https://www.csss.es/programs/bachelor-programs/ba-hons-in-business-management/,,,,,,,,,
,Australia,ICMS,Business,Bachelor of Business,General,Manly / Sydney,"Feb, May, Sep",3 años,"~32,400",AUD,https://www.icms.edu.au/course/bachelor-of-business/,,,,,,,,,
,Australia,ICMS,Business,Bachelor of Business (Entrepreneurship),Entrepreneurship,Manly / Sydney,"Feb, May, Sep",4 años,"~32,400",AUD,https://www.icms.edu.au/course/bachelor-of-business-entrepreneurship/,,,,,,,,,
,Australia,ICMS,Business,Bachelor of Business (Marketing),Marketing,Manly / Sydney,"Feb, May, Sep",5 años,"~32,400",AUD,https://www.icms.edu.au/course/bachelor-of-business-marketing/,,,,,,,,,
,Australia,Adelaide University,Business,Bachelor of Business,"Marketing, Management, Digital Business, etc.",Adelaide City,"Feb, Jul",3 años,50500,AUD,https://adelaideuni.edu.au/study/degrees/bachelor-of-business/int/,,,,,,,,,
,Australia,Adelaide University,Business,Bachelor of Business majoring in Digital Business,Digital Business,Adelaide City,"Feb, Jul",3 años,50500,AUD,https://adelaideuni.edu.au/study/degrees/bachelor-of-business-digital-business/int/,,,,,,,,,
,Australia,Adelaide University,Business,Bachelor of Business majoring in Marketing,Marketing,Adelaide City,"Feb, Jul",3 años,50500,AUD,https://adelaideuni.edu.au/study/degrees/bachelor-of-business-marketing/int/,,,,,,,,,
,Canada,Lakehead University,Business,BCom/Bachelor of Commerce,-,"Thunder Bay, Orillia",Sep,4 años,33000,CAD,https://www.lakeheadu.ca/programs/undergraduate-programs,,,,,,,,,
,Australia,ICMS,Business,Bachelor of Business,-,Manly Sydney,"Feb, May, Sep",3 años,"32.400,00 €",AUD,https://www.icms.edu.au/course/bachelor-of-business/,,,,,,,,,
,España,UPSA,Business,Grado en Administración y Dirección de Empresas,General,Salamanca,Septiembre,4 años,3720,EUR,https://www.upsa.es/oferta-academica/grado-en-administracion-y-direccion-de-empresas-online,,,,,,,,,
,España,EU Business School,Business,BBA Bachelor of Business Administration,Business Administration,Barcelona,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BBA-Bachelor-of-Business-Administration-Barcelona/Overview/Overview.html,,,,,,,,,
,Suiza,EU Business School,Business,BBA Bachelor of Business Administration,Business Administration,Geneva,"Oct, Feb",3 años,30200,CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BBA-Bachelor-of-Business-Administration-Barcelona/Overview/Overview.html,,,,,,,,,
,Alemania,EU Business School,Business,BBA Bachelor of Business Administration,Business Administration,Munich,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BBA-Bachelor-of-Business-Administration-Barcelona/Overview/Overview.html,,,,,,,,,
,Irlanda,National College of Ireland,Business,BA Hons in Business,Negocios Generales,Dublin,Septiembre,3 años,12000,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/BAHBMD,,,,,,,,,
,Malta,GBS Malta,Business,BA Hons Business and Management,Business and Management,St. Julian,"Feb, Apr, Oct",3 años,6000,EUR,https://gbs.edu.mt/courses/ba-hons-business-and-management/,,,,,,,,,
,Suecia,Jonkoping University,Business,Bachelor in International Management,International Management,Jonkoping,Agosto,3 años,115000,SEK,https://ju.se/en/study-at-ju/our-programmes/bachelor-programmes/bachelor-in-international-management-autumn-2026-ku101.html,,,,,,,,,
,Suecia,Jonkoping University,Business,Bachelor in Marketing Management,Marketing Management,Jonkoping,Agosto,3 años,115000,SEK,https://ju.se/en/study-at-ju/our-programmes/bachelor-programmes/bachelor-in-marketing-management-autumn-2025-ku005.html,,,,,,,,,
,Suecia,Jonkoping University,Business,Bachelor in International Economics,International Economics,Jonkoping,Agosto,3 años,115000,SEK,https://ju.se/en/study-at-ju/our-programmes/bachelor-programmes/bachelor-in-international-economics-autumn-2025-ku007.html,,,,,,,,,
,Reino Unido,Queen's University Belfast,Business,BSc Business Management,Business Management,Belfast,Septiembre,3 años,16900,GBP,https://www.qub.ac.uk/courses/undergraduate/business-management-bsc-n200/,GSP,,,,,,,,
,Reino Unido,University of Glasgow,Business,Bachelor of Accountancy (BAcc),Accountancy,Glasgow,Septiembre,4 años,25290,GBP,https://www.gla.ac.uk/undergraduate/degrees/accountancy/,GSP,,,,,,,,
,Reino Unido,University of Reading,Business,BA Accounting and Business,Accounting and Business,Reading,Septiembre,4 años,25250,GBP,https://www.reading.ac.uk/ready-to-study/study/subject-area/accounting-finance-ug/ba-accounting-and-business,GSP,,,,,,,,
,Reino Unido,University of Reading,Business,BSc Business and Management,Business and Management,Reading,Septiembre,3 años,25250,GBP,https://www.reading.ac.uk/ready-to-study/study/subject-area/business-management-ug/bsc-business-and-management,GSP,,,,,,,,
,Reino Unido,Keele University,Business,BSc Accounting and Finance,Accounting and Finance,Keele,Septiembre,3 años,19000,GBP,https://www.keele.ac.uk/study/undergraduate/undergraduatecourses/accountingandfinance/,GSP,,,,,,,,
,Reino Unido,Keele University,Business,BSc Business Management,Business Management,Keele,Septiembre,3 años,19000,GBP,https://www.keele.ac.uk/study/undergraduate/undergraduatecourses/businessmanagement/,GSP,,,,,,,,
,Reino Unido,University of Huddersfield,Business,BA Business Management,Business Management,Huddersfield,Septiembre,3 años,16500,GBP,https://courses.hud.ac.uk/full-time/undergraduate/business-management-ba-hons,GSP,,,,,,,,
,Reino Unido,University of Huddersfield,Business,BA Accounting & Finance,Accounting & Finance,Huddersfield,Septiembre,3 años,16500,GBP,https://courses.hud.ac.uk/full-time/undergraduate/accounting-and-finance-bsc-hons,GSP,,,,,,,,
,Reino Unido,Aston University,Business,BSc Accounting and Finance,Accounting & Finance,Birmingham,Septiembre,4 años,20500,GBP,https://digital.ucas.com/coursedisplay/courses/18c94680-1d4a-4691-28e4-c47ad9171db5,GSP,,,,,,,,
,Reino Unido,Aston University,Business,BSc Business and Management,Business Management,Birmingham,Septiembre,4 años,20500,GBP,https://digital.ucas.com/coursedisplay/courses/5a4c9ae9-5654-f8f6-8aed-d5cf6524cb7d,GSP,,,,,,,,
,España,EU Business School,Business,BA Bachelor of Arts Digital Business Design Innovation,Digital Business Design Innovation,Barcelona,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Digital-Business-Design-Innovation-Barcelona/Structure/Structure.html,,,,,,,,,
,Suiza,EU Business School,Business,BA Bachelor of Arts Digital Business Design Innovation,Digital Business Design Innovation,Geneva,"Oct, Feb",3 años,30200,CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Digital-Business-Design-Innovation-Barcelona/Structure/Structure.html,,,,,,,,,
,Alemania,EU Business School,Business,BA Bachelor of Arts Digital Business Design Innovation,Digital Business Design Innovation,Munich,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Digital-Business-Design-Innovation-Barcelona/Structure/Structure.html,,,,,,,,,
,España,C3S Business School,Business,BA (Hons) in Global Business,Global Business,Barcelona,"Sep, Feb",7 años,7000,EUR,https://www.csss.es/programs/bachelor-programs/ba-hons-global-business/,,,,,,,,,
,Alemania,Schiller International University,Business,Bachelor of Science in International Business,Administracion internacional,Heidelberg,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-science-in-international-business,,,,,,,,,
,Estados Unidos,Schiller International University,Business,Bachelor of Science in International Business,Administracion internacional,Tampa,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-science-in-international-business,,,,,,,,,
,España,Schiller International University,Business,Bachelor of Science in International Business,Administracion internacional,Madrid,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-science-in-international-business,,,,,,,,,
,Francia,Schiller International University,Business,Bachelor of Science in International Business,Administracion internacional,Pari­s,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-science-in-international-business,,,,,,,,,
,España,C3S Business School,Business,BA (Hons) in International Business,International Business,Barcelona,"Sep, Feb",5 años,7000,EUR,https://www.csss.es/programs/bachelor-programs/ba-hons-in-international-business-management/,,,,,,,,,
,España,IED,Business,Bachelor of Arts Hons - Business Design,Business Design,"Barcelona, Madrid",Septiembre,3 años,14600,EUR,https://www.ied.edu/courses/barcelona/bachelor-of-arts-honours/business-design,,,,,,,,,
,España,UPSA,Business,Grado en Administración y Dirección de Empresas Tecnológicas,ADET,Salamanca,Septiembre,4 años,5820,EUR,https://www.upsa.es/oferta-academica/grado-en-administracion-y-direccion-de-empresas-tecnologicas,,,,,,,,,
,Australia,Adelaide University,Business,Bachelor of Business majoring in Human Resource Management,Human Resource Mgmt.,Adelaide City,"Feb, Jul",3 años,50500,AUD,https://adelaideuni.edu.au/study/degrees/bachelor-of-business-human-resource-management/int/,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Nursing,NA,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 42.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-nursing-international,,,,,,,,,
,España,UPSA,Arts,Grado en Periodismo,-,Salamanca,Septiembre,4 años,3720,EUR,https://www.upsa.es/oferta-academica/grado-en-periodismo,,,,,,,,,
,Australia,ICMS,Business,"Bachelor of Property (Development, Investment and Valuation)","Property (Development, Investment, Valuation)",Manly / Sydney,"Feb, May, Sep",12 años,"~32,400",AUD,https://www.icms.edu.au/course/bachelor-of-property/,,,,,,,,,
,Canada,Lakehead University,Health Sciences,BA/BSc in Psychology,-,"Thunder Bay, Orillia",Sep,4 años,33000,CAD,https://www.lakeheadu.ca/programs/undergraduate-programs,,,,,,,,,
,España,UPSA,Health Sciences,Grado en Psicología,-,Salamanca,Septiembre,4 años,6000,EUR,https://www.upsa.es/oferta-academica/grado-en-psicologia,,,,,,,,,
,Irlanda,National College of Ireland,Health Sciences,BA Hons in Psychology,Psicología,Dublin,Septiembre,3 años,14000,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/BAHPSYCH,,,,,,,,,
,Reino Unido,Queen's University Belfast,Health Sciences,BSc Psychology,Psychology,Belfast,Septiembre,3 años,20800,GBP,https://www.qub.ac.uk/courses/undergraduate/psychology-bsc-c800/,GSP,,,,,,,,
,Reino Unido,University of Glasgow,Health Sciences,BSc Psychology,Psychology,Glasgow,Septiembre,4 años,25290,GBP,https://www.gla.ac.uk/undergraduate/degrees/psychology/,GSP,,,,,,,,
,Reino Unido,University of Reading,Health Sciences,BSc Psychology,Psychology,Reading,Septiembre,3 años,25250,GBP,https://www.reading.ac.uk/ready-to-study/study/subject-area/psychology-ug/bsc-psychology,GSP,,,,,,,,
,Reino Unido,Keele University,Health Sciences,BSc Psychology,Psychology,Keele,Septiembre,3 años,21500,GBP,https://www.keele.ac.uk/study/undergraduate/undergraduatecourses/psychology/,GSP,,,,,,,,
,Reino Unido,University of Huddersfield,Health Sciences,BSc Psychology,Psychology,Huddersfield,Septiembre,3 años,17000,GBP,https://courses.hud.ac.uk/full-time/undergraduate/psychology-bsc-hons,GSP,,,,,,,,
,Reino Unido,Aston University,Health Sciences,BSc Psychology,Psychology,Birmingham,Septiembre,4 años,20500,GBP,https://www.aston.ac.uk/study/courses/psychology-bsc,GSP,,,,,,,,
,Nueva zelanda,Victoria University of Wellington,Health Sciences,Bachelor of Psychology,Psicology,"Kelburn, Wellington","26 february 
9 July",3 years full time," $ 36.400,00 ",NZD,https://www.wgtn.ac.nz/explore/degrees/psychology/overview?international=true,,,,,,,,,
,Australia,The University of Western Australia,Health Sciences,Bachelor of Psychology ,Bachelor of Psychology ,Perth (Crawley campus),"Februrary, July",3 years full-time," $ 46.600,00 ",AUD,https://www.uwa.edu.au/study/courses/psychology-extended-major ,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Psychological Science,NA (only electives),"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.600,00 ",AUD,https://www.deakin.edu.au/course/bachelor-psychological-science-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Social Work,Bachelor of Social Work,"
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 35.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-social-work-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Human Resource Management (Psychology),Bachelor of Human Resource Management (Psychology),"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-human-resource-management-psychology-international,,,,,,,,,
,España,UPSA,Arts,Grado en Publicidad y Relaciones Públicas,-,Salamanca,Septiembre,4 años,3720,EUR,https://www.upsa.es/oferta-academica/grado-en-publicidad-y-rrpp,,,,,,,,,
,Estados Unidos,Academy of Art University,Arts,Bachelor of Fine Arts (BFA) in Advertising,Advertising (Publicidad),San Francisco,"Enero 2026, otras disponibles",4 años,"$35,112",USD,https://www.academyart.edu/art-degree/advertising-bfa/,GSP,,,,,,,,
,Irlanda,National College of Ireland,Business,BA Hons in Human Resource Management,Recursos Humanos,Dublin,Septiembre,3 años,12000,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/BAHHRD,,,,,,,,,
,Alemania,Schiller International University,Business,Bachelor of Arts in International Relations and Diplomacy,Relaciones/Negociacion,Heidelberg,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-arts-in-international-relations-and-diplomacy,,,,,,,,,
,Estados Unidos,Schiller International University,Business,Bachelor of Arts in International Relations and Diplomacy,Relaciones/Negociacion,Tampa,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-arts-in-international-relations-and-diplomacy,,,,,,,,,
,España,Schiller International University,Business,Bachelor of Arts in International Relations and Diplomacy,Relaciones/Negociacion,Madrid,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-arts-in-international-relations-and-diplomacy,,,,,,,,,
,Francia,Schiller International University,Business,Bachelor of Arts in International Relations and Diplomacy,Relaciones/Negociacion,Pari­s,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-arts-in-international-relations-and-diplomacy,,,,,,,,,
,España,UPSA,Business,Grado en Relaciones Internacionales,-,Salamanca,Septiembre,4 años,3720,EUR,https://www.upsa.es/oferta-academica/grado-en-relaciones-internacionales-online,,,,,,,,,
,España,EU Business School,Business,BA Bachelor of Arts International Relations,International Relations,Barcelona,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-International-Relations-Barcelona/Overview/Overview.html,,,,,,,,,
,Suiza,EU Business School,Business,BA Bachelor of Arts International Relations,International Relations,Geneva,"Oct, Feb",3 años,30200,CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-International-Relations-Barcelona/Overview/Overview.html,,,,,,,,,
,Alemania,EU Business School,Business,BA Bachelor of Arts International Relations,International Relations,Munich,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-International-Relations-Barcelona/Overview/Overview.html,,,,,,,,,
,Reino Unido,University of Reading,Economics,BA International Relations and Economics,International Relations,Reading,Septiembre,3 años,25250,GBP,https://www.reading.ac.uk/ready-to-study/study/subject-area/politics-international-relations-ug/ba-international-relations-and-economics,GSP,,,,,,,,
,Suecia,Jonkoping University,Health Sciences,BSc in Prosthetics and Orthotics,Prosthetics and Orthotics,Jonkoping,Agosto,3 años,190000,SEK,https://ju.se/en/study-at-ju/our-programmes/bachelor-programmes/prosthetics-and-orthotics-bsc-autumn-2025-ku013.html,,,,,,,,,
,Malta,GBS Malta,Health Sciences,BSc Hons Health Social Care and Wellbeing,Health Social Care,St. Julian,"Feb, Apr, Oct",3 años,10000,EUR,https://gbs.edu.mt/courses/bsc-hons-health-social-care-and-wellbeing/,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Science,Master of Biotechnology (Professional),"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Forensic Science,"Forensic Biology
Forensic Chemistry",Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time," $ 39.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-forensic-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Biomedical Science,Environmental Health,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 40.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-biomedical-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Biomedical Science,Infection and Immunity,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 40.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-biomedical-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Biomedical Science,Medical Biotechnology,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 40.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-biomedical-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Biomedical Science,Medical Genomics,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 40.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-biomedical-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Biomedical Science,Molecular Life Sciences,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 40.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-biomedical-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Biomedical Science,Pharmaceutical Science,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 40.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-biomedical-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Zoology and Animal Science,NA (only minors and electives),Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-zoology-and-animal-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Marine Science,"Ocean, Fisheries and Aquaculture Sciences
Sustainable Marine Management",Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-marine-science-international,,,,,,,,,
,Australia,La Trobe University,Science,Bachelor of Animal and Veterinary Biosciences,NA,"Melbourne (Bundoora)
","Semester 1 (March 2025)
","3 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-animal-and-veterinary-biosciences#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Science,Bachelor of Psychological Science,NA,"Melbourne (Bundoora), Albury-Wodonga, Bendigo, Online
","Semester 1: March
Semester 2: July","3 years full-time
"," $ 40.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-psychological-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,The University of Western Australia,Science,Bachelor of Science  ,Major of Neuroscience,Perth (Crawley campus) / Albany (Regional Campus),"Februrary, July",3 years full-time," $ 46.300,00 ",AUD,https://www.uwa.edu.au/study/courses/neuroscience ,,,,,,,,,
,Australia,The University of Western Australia,Science,Bachelor of Marine Science,Bachelor of Marine Science and Master of Environmental Science,Perth (Crawley campus),"Februrary, July",4 years full-time," $ 49.500,00 ",AUD,https://www.uwa.edu.au/study/courses/bachelor-of-marine-science-and-master-of-environmental-science ,,,,,,,,,
,Australia,The University of Western Australia,Science,Bachelor of Biological Science,Bachelor of Biological Science and Master of Biological Science,Perth (Crawley campus),"Februrary, July",4 years full-time," $ 49.900,00 ",AUD,https://www.uwa.edu.au/study/courses/bachelor-of-biological-science-and-master-of-biological-science ,,,,,,,,,
,Nueva zelanda,University of Waikato,Science,Bachelor of Science,Psicology,Tauranga / Hamilton,"26 february 
9 July",3 years full time," $ 38.305,00 ",NZD,https://www.waikato.ac.nz/study/qualifications/bachelor-of-science/,,,,,,,,,
,Nueva zelanda,Massey University,Science,Bachelor of Science,Psicology,Manawatu / Auckland,"26 february 
9 July",3 years full time," $ 37.640,00 ",NZD,https://www.massey.ac.nz/study/all-qualifications-and-degrees/bachelor-of-science-UBSCN/psychology-UBSCN2JPSYC1/ ,,,,,,,,,
,Alemania,SRH Berlin,Science,Bachelor in science,web development,Berlin,"October, February, May",3.5 years,"€9.480,00",EUR,https://www.srh-university.de/en/bachelor/web-development/d/,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,Biochemistry and Cell Biology (BSc),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/biochemistry-cell-biology,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,Chemistry and Biotechnology (BSc),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/chemistry-biotechnology,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,Earth Sciences and Sustainable Management of Environmental Resources (BSc),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/earth-sciences-and-sustainable-management-of-environmental-resources,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,Medicinal Chemistry and Chemical Biology (BSc),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/medicinal-chemistry-chemical-biology,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,Physics and Data Science (BSc),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/physics-and-data-science,,,,,,,,,
,Australia,Macquarie University,Engineering,Bachelor of Engineering (Honours),Civil engineering, Sídney,"Semester 1: February
Semester 2: July",4 years full time," $ 45.100,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-engineering-honours,,,,,,,,,
,Australia,Macquarie University,Engineering,Bachelor of Engineering (Honours),Electrical and Electronic Engineering, Sídney,"Semester 1: February
Semester 2: July",4 years full time," $ 45.100,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-engineering-honours,,,,,,,,,
