pais,institucion,area,programa,ubicacion,fechas,duracion,costo,moneda,link
Canada,Lakehead University,Health,Nursing - Advanced Nursing Specialization,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters-specialization/nursing-advanced/node/62090
Canada,Lakehead University,Health,Nursing - Nurse Practitioner Specialization,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters-specialization/nursing-practitioner/node/62514
Canada,Lakehead University,Health,Public Health,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/public-health/node/7256
Canada,Lakehead University,Health,Public Health: Nursing Specialization,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/public-health-nursing/node/7276
Canada,Lakehead University,Health,Social Justice Studies,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/social-justice/node/30217
Canada,Lakehead University,Health,Social Work,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/social-work/node/7255
Canada,Lakehead University,Health,Sociology,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/sociology/node/7254
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Applied Science,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",-,44000.0,AUD,https://www.deakin.edu.au/course/master-applied-science-health-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Health Economics,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,41400.0,AUD,https://www.deakin.edu.au/course/master-health-economics-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Health Management,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-health-management-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Counselling,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-counselling-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Health Promotion,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-health-promotion-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Nutrition and Population Health,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-nutrition-and-population-health-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Philosophy,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,46400.0,AUD,https://www.deakin.edu.au/course/master-philosophy-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Public Health,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-public-health-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Social Work,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,44000.0,AUD,https://www.deakin.edu.au/course/master-social-work-research-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Counselling,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-counselling-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Professional Psychology,"Melbourne
Geelong","Trimester 1: March
",-,43600.0,AUD,https://www.deakin.edu.au/course/master-professional-psychology-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Psychology (Clinical),"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,46800.0,AUD,https://www.deakin.edu.au/course/master-psychology-clinical-international
Australia,Deakin University,"Health and Community services, Psycology and Mental Health",Master of Psychology (Organisational),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,46800.0,AUD,https://www.deakin.edu.au/course/master-psychology-organisational-international
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Art Therapy,Melbourne (Bundoora),Semester 1: March,2 years full time,43000.0,AUD,https://www.latrobe.edu.au/courses/master-of-art-therapy#/overview?location=BU&studentType=int&year=2025
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Clinical Audiology,Melbourne (Bundoora),February,2 years full time,51200.0,AUD,https://www.latrobe.edu.au/courses/master-of-clinical-audiology#/overview?location=BU&studentType=int&year=2025
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health","Master of Counselling, Rehabilitation and Mental Health",Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,43000.0,AUD,https://www.latrobe.edu.au/courses/master-of-counselling-rehabilitation-and-mental-health#/overview?location=CI&studentType=int&year=2024
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Dietetics,Melbourne (Bundoora),"
Semester 2: July","1,5 years full time",51200.0,AUD,https://www.latrobe.edu.au/courses/master-of-dietetics#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Digital Health,"Melbourne (Bundoora), online",March May July September November,2 years full time,39400.0,AUD,https://www.latrobe.edu.au/courses/master-of-digital-health#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Exercise Physiology,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",1.5 years full time,42600.0,AUD,https://www.latrobe.edu.au/courses/master-of-exercise-physiology#/overview?location=BE&studentType=int&year=2025
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Health Administration,Melbourne (Bundoora),March May July September November,2 years full time,41600.0,AUD,https://www.latrobe.edu.au/courses/master-of-health-administration#/overview?location=CI&studentType=int&year=2024
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Health Information Management,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,43600.0,AUD,https://www.latrobe.edu.au/courses/master-of-health-information-management#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Nursing,"Melbourne (Bundoora), online","Semester 1: March
Semester 2: July",2 years full time,40000.0,AUD,https://www.latrobe.edu.au/courses/master-of-nursing#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Occupational Therapy Practice,Melbourne (Bundoora),February,2 years full time,50600.0,AUD,https://www.latrobe.edu.au/courses/master-of-occupational-therapy-practice#/overview?location=BU&studentType=int&year=2025
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Physiotherapy Practice,"Melbourne (Bundoora)
Bendigo","Semester 1: March
Semester 2: July",2 years full time,53400.0,AUD,https://www.latrobe.edu.au/courses/master-of-physiotherapy-practice#/overview?location=BU&studentType=int&year=2025
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Public Health,Melbourne (Bundoora),March May July September November,2 years full time,41600.0,AUD,https://www.latrobe.edu.au/courses/master-of-public-health#/overview?location=CI&studentType=int&year=2024
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Public Health and Master of Health Administration,Melbourne (Bundoora),March May July September November,2.5 years full time,41600.0,AUD,https://www.latrobe.edu.au/courses/master-of-public-health-and-master-of-health-administration#/overview?location=CI&studentType=int&year=2024
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Social Work,Melbourne (Bundoora),February,2 years full time,38500.0,AUD,https://www.latrobe.edu.au/courses/master-of-social-work#/overview?location=BU&studentType=int&year=2025
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Speech Pathology,Melbourne (Bundoora),February,2 years full time,52600.0,AUD,https://www.latrobe.edu.au/courses/master-of-speech-pathology#/overview?location=BU&studentType=int&year=2025
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Sport Analytics,Melbourne (Bundoora),February,2 years full time,42200.0,AUD,https://www.latrobe.edu.au/courses/master-of-sport-analytics#/overview?location=BU&studentType=int&year=2025
Australia,La Trobe University,"Health and Community services, Psycology and Mental Health",Master of Strength and Conditioning,Melbourne (Bundoora),February,"1,5 years full time",46600.0,AUD,https://www.latrobe.edu.au/courses/master-of-strength-and-conditioning#/overview?location=BU&studentType=int&year=2025
Australia,Macquarie University,"Arts, Linguistics",Master of Applied Linguistics and TESOL,Sydney,"February, July","1 year, 1.5 years, 2 years",41000.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-applied-linguistics-and-tesol
Australia,Macquarie University,"Arts, Languages",Master of Conference Interpreting,Sydney,February,2 years,40800.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-conference-interpreting
Australia,Macquarie University,"Health, Speech Pathology",Master of Speech and Language Pathology,Sydney,February,2 years,63500.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-speech-and-language-pathology
Australia,James Cook University,"Ciencias, Tecnología e Ingeniería",Master of Medical Science,Townsville,"February, July",2 years full-time,46111.0,AUD,https://www.jcu.edu.au/courses/master-of-medical-science?international
Australia,James Cook University,Business,Master of Business Administration [2-Year],"Online, Townsville, Brisbane","January, May, September",2 years full-time,39148.0,AUD,https://www.jcu.edu.au/courses/master-of-business-administration-2-year?international
Australia,James Cook University,Business,Master of Professional Accounting,Brisbane,"January, May, September",2 years full-time,39148.0,AUD,https://www.jcu.edu.au/courses/master-of-professional-accounting?international
Australia,James Cook University,Business,Master of Professional Accounting - Master of Business Administration (Double Degree),"Cairns, Brisbane","January, May, September",2 years full-time,39148.0,AUD,https://www.jcu.edu.au/courses/master-of-professional-accounting-master-of-business-administration?international
Australia,James Cook University,Business,Master of International Tourism and Hospitality Management,"Cairns, Brisbane","January, May, September",2 years full-time,39148.0,AUD,https://www.jcu.edu.au/courses/master-of-international-tourism-and-hospitality-management?international
Australia,James Cook University,Salud Pública y Sanidad,Master of Public Health,"Online, Townsville","January, September",1 year and 1 trimester,42477.0,AUD,https://www.jcu.edu.au/courses/master-of-public-health?international
Australia,University of Western Australia,Salud y Ciencias Biomedicas,Master of Dental Public and Primary Health,Perth,"FEB, JUL",2,51700.0,AUD,https://www.uwa.edu.au/study/courses/master-of-dental-public-and-primary-health
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Environmental Economics (online),Perth,"FEB, JUL",2025-05-01 00:00:00,38100.0,AUD,https://www.uwa.edu.au/study/courses/master-of-environmental-economics-online#fees-and-scholarships
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Environmental Science,Perth,"FEB, JUL",1.5-2,52300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-environmental-science
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Biological Science,Perth,"FEB, JUL",1.5-2,53500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-biological-science
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Biomedical Science,Perth,"FEB, JUL",1.5-2,51700.0,AUD,https://www.uwa.edu.au/study/courses/master-of-biomedical-science
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Biotechnology,Perth,"FEB, JUL",1.5-2,51000.0,AUD,https://www.uwa.edu.au/study/courses/master-of-biotechnology
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Marine Biology,Perth,"FEB, JUL",1.5-2,53400.0,AUD,https://www.uwa.edu.au/study/courses/master-of-marine-biology
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Science,Perth,"FEB, JUL",1,48600.0,AUD,https://www.uwa.edu.au/study/courses/master-of-science
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Energy Geoscience,Perth,"FEB, JUL",2,53500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-energy-geoscience
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Geoscience,Perth,"FEB, JUL",2,53500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-geoscience
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Hydrogeology,Perth,"FEB, JUL",2,53500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-hydrogeology
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Health Administration,Curtin Perth,"February, July",2 years full time,19569.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-health-administration--mc-hladmn/
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Occupational Therapy,Curtin Perth,"February, July",2.5 years full time,21168.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-occupational-therapy--mg-occt/
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Public Health,Curtin Perth,"February, July",2 years full time,20616.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-public-health--mc-pubhl/
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Advanced Practice,Curtin Perth,"February, July",1 years full time,18301.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-advanced-practice--mc-advprc/
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Public Health (Practice),Curtin Perth,"February, July",1.5 years full time,20616.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-public-health-practice--mc-pubhp/
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Clinical Exercise Physiology,Curtin Perth,"February, July",1.5 years full time,21719.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-clinical-exercise-physiology--mc-cexphy/
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Occupational Health and Safety,Curtin Perth,"February, July",1.5 years full time,20616.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-occupational-health-and-safety--mc-ochlsf/
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Human Rights,Curtin Perth,"February, July","1,5 years full time",15960.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-human-rights--mc-hright/
Australia,Curtin University,"Health and Community services, Psycology and Mental Health",Clinical Physiotherapy,Curtin Perth,"February, July",1 years full time,22601.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-clinical-physiotherapy--mc-phyth/
Australia,William Angliss Institute,Hospitality,MASTER OF INTERNATIONAL HOSPITALITY ENTREPRENEURSHIP,Melbourne,"February
July",2 years full time,29960.0,AUD,https://www.angliss.edu.au/courses/hospitality/hospitality-management/master-of-international-Hospitality-Entrepreneurship/
Australia,William Angliss Institute,Hospitality,MASTER OF INTERNATIONAL HOTEL LEADERSHIP,Melbourne,"February
July",2 years full time,29960.0,AUD,https://www.angliss.edu.au/courses/hotel-management/hotel-management/master-of-international-hotel-leadership/
Australia,Curtin University,Human Resourse,Master of Human Rights and Global Engagement,Curtin Perth,"February, July",2 years full time,17915.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-human-rights-and-global-engagement--mc-hriglo/
Australia,Curtin University,Human Resourse,Master of Social Work (Qualifying),Curtin Perth,"February, July",2 years full time,19731.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-social-work-qualifying--mg-scwk/
Australia,University of Southern Queensland,Information and Communications Technology,Master of Business (Information Management Systems),"Toowomba
Springfield","January, May, September",2 years full time,32000.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-business/information-management-systems/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Business (Managing Cyber Risk),"Toowomba
Springfield","January, May, September",2 years full time,32000.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-business/managing-cyber-risk/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Cyber Security (Cyber Security Management),"Toowomba
Springfield","January, May, September",2 years full time,30280.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-cyber-security/cyber-security-management/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Cyber Security (Technical),"Toowomba
Springfield","January, May, September",2 years full time,30280.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-cyber-security/technical/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Data Science (Artificial Intelligence & Machine Learning),"Toowomba
Springfield","January, May, September",2 years full time,30280.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-data-science/artificial-intelligence-machine-learning/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Information Systems (Digital Innovation),"Toowomba
Springfield","January, May, September",2 years full time,30280.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-information-systems/digital-innovation/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Information Systems (Managing Cyber Risk),"Toowomba
Springfield","January, May, September",2 years full time,30280.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-information-systems/managing-cyber-risk/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Information Technology (Computing Technology),Toowomba,"January, May, September",2 years full time,30280.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-information-technology/computing-technology/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Information Technology (Network Engineering),Toowomba,"January, May, September",2 years full time,30280.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-information-technology/network-engineering/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Information Technology (Software Development),"Toowomba
Springfield","January, May, September",2 years full time,30280.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-information-technology/software-development/international
Australia,University of Southern Queensland,Information and Communications Technology,Master of Research,"Ipswich
Springfield
Toowoomba","January, May, September",2 years full time,33600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-research/international
Australia,Macquarie University,Information technologies,Master of Data Science,Sydney,"Semester 1: February
Semester 2: July",2 years full time,42600.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-data-science
Australia,Macquarie University,"Arts, Languages",Master of Translation and Interpreting Studies (Advanced),Sydney,February,2 years,40800.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-translation-and-interpreting-studies-advanced
Australia,Macquarie University,Information technologies,Master of Information Technology,Sydney,"Semester 1: February
Semester 2: July",2 years full time,42600.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-information-technology
Australia,Macquarie University,"Creative Industries, Arts",Master of Creative Industries,Sydney,"February, July","1 year, 1.5 years, 2 years",41200.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-creative-industries
Australia,Macquarie University,"Creative Writing, Arts",Master of Creative Writing,Sydney,"February, July",1 year,45000.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-creative-writing
Australia,Macquarie University,"Media, Communications",Master of Media and Communications,Sydney,"February, July","1 year, 2 years",41200.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-media-and-communications
Australia,Macquarie University,Law,Master of Laws,Sydney,"February, July",1 year,47800.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-laws
Australia,La Trobe University,Information technology,Master of Artificial Intelligence,"Melbourne (Bundoora), online","Semester 1: March
Semester 2: July             Summer November",2 years full time,43800.0,AUD,https://www.latrobe.edu.au/courses/master-of-artificial-intelligence#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Information technology,Master of Business Analytics,Melbourne (Bundoora),"Semester 1: March
Semester 2: July             Summer November",2 years full time,43800.0,AUD,https://www.latrobe.edu.au/courses/master-of-business-analytics#/overview?location=CI&studentType=int&year=2024
Australia,La Trobe University,Information technology,Master of Business Information Systems,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,37200.0,AUD,https://www.latrobe.edu.au/courses/master-of-business-information-systems#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Information technology,Master of Cybersecurity,"Melbourne (Bundoora) Sydney, online","Semester 1: March
Semester 2: July             Summer November",2 years full time,43800.0,AUD,https://www.latrobe.edu.au/courses/master-of-cybersecurity#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Information technology,Master of Data Science,"Melbourne (Bundoora), online","Semester 1: March
Semester 2: July             Summer November",2 years full time,43800.0,AUD,https://www.latrobe.edu.au/courses/master-of-data-science#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Information technology,Master of Digital Health,"Melbourne (Bundoora), online",March May July September November,2 years full time,39400.0,AUD,https://www.latrobe.edu.au/courses/master-of-digital-health#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Information technology,Master of Information Technology,"Bendigo, Sydney, online","Semester 1: March
Semester 2: July",2 years full time,43800.0,AUD,https://www.latrobe.edu.au/courses/master-of-information-technology#/career-outcomes?location=BU&studentType=int&year=2024
Australia,La Trobe University,Information technology,Master of Internet of Things,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,39400.0,AUD,https://www.latrobe.edu.au/courses/master-of-internet-of-things#/overview?location=BE&studentType=int&year=2025
Australia,La Trobe University,Information technology,Master of Quantum Information Technology,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,38325.0,AUD,https://www.latrobe.edu.au/courses/master-of-quantum-information-technology#/overview?location=BU&studentType=int&year=2024
Australia,James Cook University,Salud Pública y Sanidad,Master of Public Health - Master of Global Development (Double Degree),"Online, Townsville, Cairns","January, September",2 years full-time,42477.0,AUD,https://www.jcu.edu.au/courses/master-of-public-health-master-of-global-development?international
Australia,Deakin University,Information technology and cyber security,Master of Applied Artificial Intelligence,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,44200.0,AUD,https://www.deakin.edu.au/course/master-applied-artificial-intelligence-international
Australia,Deakin University,Information technology and cyber security,Master of Cyber Security,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,44200.0,AUD,https://www.deakin.edu.au/course/master-cyber-security-international
Australia,Deakin University,Information technology and cyber security,Master of Data Science,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,44200.0,AUD,https://www.deakin.edu.au/course/master-data-science-international
Australia,Deakin University,Information technology and cyber security,Master of Information Systems,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,44200.0,AUD,https://www.deakin.edu.au/course/master-information-systems-international
Australia,Deakin University,Information technology and cyber security,Master of Information Technology,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,44200.0,AUD,https://www.deakin.edu.au/course/master-information-technology-international
Australia,Deakin University,Information technology and cyber security,Master of Information Technology Management,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,44200.0,AUD,https://www.deakin.edu.au/course/master-information-technology-management-international
Australia,Curtin University,Journalism,Master of Multimedia Journalism (Global),Curtin Perth,"February, July",2 years full time,17915.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-multimedia-journalism-global--mc-mmjrg/
Australia,Macquarie University,"Health, Chiropractic",Master of Chiropractic,Sydney,February,"2 years, 3 years",54100.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-chiropractic
Australia,Macquarie University,"Health, Audiology",Master of Clinical Audiology,Sydney,February,2 years,63500.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-clinical-audiology
Australia,Macquarie University,"Health, Management",Master of Health Leadership,Sydney,"February, July","1 year, 1.5 years, 2 years",39400.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-health-leadership
Australia,Macquarie University,"Health, Public Health",Master of Public Health,Sydney,"February, July","1 year, 1.5 years, 2 years",42000.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-public-health
Australia,Macquarie University,"Health, Psychology",Master of Clinical Neuropsychology,Sydney,February,2 years,51000.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-clinical-neuropsychology
Australia,Deakin University,Law,Master of International Relations (Professional),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",-,40400.0,AUD,https://www.deakin.edu.au/course/master-international-relations-professional-international
Australia,Macquarie University,"Health, Psychology",Master of Clinical Psychology,Sydney,February,2 years,51000.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-clinical-psychology
Australia,Macquarie University,"Health, Psychology",Master of Organisational Psychology,Sydney,February,2 years,51000.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-organisational-psychology
Australia,Macquarie University,"Science, Biotechnology",Master of Biotechnology,Sydney,"February, July","1 year, 2 years",48400.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-biotechnology
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Oceanography,Perth,"FEB, JUL",1.5-2,51700.0,AUD,https://www.uwa.edu.au/study/courses/master-of-oceanography
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Ore Deposit Geology,Perth,-,1,53500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-ore-deposit-geology
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Medical Physics,Perth,"FEB, JUL",2,53500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-medical-physics
Australia,University of Western Australia,Ciencias Naturales y Fisicas,Master of Physics,Perth,"FEB, JUL",1.5-2,53500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-physics
Australia,University of Western Australia,Humanidades y Ciencias Sociales,Master of Forensic Anthropology,Perth,"FEB, Mid-year",2,53500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-forensic-anthropology
Australia,University of Western Australia,Humanidades y Ciencias Sociales,Master of International Development,Perth,"FEB, JUL",2025-05-01 00:00:00,46900.0,AUD,https://www.uwa.edu.au/study/courses/master-of-international-development
Australia,University of Western Australia,Humanidades y Ciencias Sociales,Master of International Relations,Perth,"FEB, JUL",1.5-2,41300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-international-relations
Alemania,SRH Berlin,Management,Master in International Management,Berlin,"April, october",2 years full time,1080.0,EUR,https://www.srh-berlin.de/en/master/international-management-berlin/
Alemania,SRH Berlin,Management,Master in Creative Leadership,Berlin,"April, october",2 years full time,1080.0,EUR,https://www.srh-berlin.de/en/master/creative-leadership-berlin/
Alemania,SRH Berlin,Management,Master in Entrepreneurship and Intrapreneurship,Berlin,"April, october",2 years full time,1080.0,EUR,https://www.srh-university.de/en/master/international-management-entrepreneurship-and-intrapreneurship/b/
Alemania,SRH Berlin,Management,Master in Hospitality Management and Leadership,Dresden,"April, october",2 years full time,9000.0,EUR,https://www.srh-berlin.de/en/master/hospitality-management-dresden/
Alemania,SRH Berlin,Management,Master in International Business and Leadership,Dresden,"April, october",2 years full time,9000.0,EUR,https://www.srh-university.de/en/master/international-business-and-leadership/b/
Alemania,SRH Berlin,Management,Master in Healthcare Management,Dresden,"April, october",2 years full time,9000.0,EUR,https://www.srh-berlin.de/en/master/healthcare-management-dresden/
Alemania,SRH Berlin,Management,Master in Digital Transformation Management,Hamburg,"April, october",2 years full time,9840.0,EUR,https://www.srh-berlin.de/en/master/digital-transformation-management-hamburg/
Alemania,SRH Berlin,Management,Master in International Business and Leadership,Hamburg,"April, october",2 years full time,1080.0,EUR,https://www.srh-berlin.de/en/master/international-business-hamburg/
Alemania,SRH Berlin,Management,Master in Sustainability Management,Hamburg,"April, october",2 years full time,9000.0,EUR,https://www.srh-university.de/en/master/international-business-sustainability-management/b/
Alemania,SRH Berlin,Management,Master in Supply Chain Management,Berlin,"April, october",2 years full time,9840.0,EUR,https://www.srh-berlin.de/en/master/supply-chain-management-berlin/
Alemania,SRH Berlin,Management,Master in Digital Supply Chain Management,Berlin,"April, october",2 years full time,9840.0,EUR,https://www.srh-berlin.de/en/master/digital-supply-chain-management-berlin/
Alemania,SRH Berlin,Management,Master in Sustainable Supply Chain Management,Berlin,"April, october",2 years full time,9840.0,EUR,https://www.srh-berlin.de/en/master/sustainable-supply-chain-management-berlin/
