pais,institucion,area,programa,ubicacion,fechas,duracion,costo,moneda,link
Australia,RMIT,Engineering,Master of Engineering (Mechanical Engineering),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-engineering-mechanical-engineering-mc258
Australia,Macquarie University,Education,Master of Teaching (Birth to Five Years),Sydney,February,2 years,38900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-teaching-birth-to-five-years
Australia,Macquarie University,Education,Master of Teaching (Primary),Sydney,February,2 years,38900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-teaching-primary
Australia,Macquarie University,Education and Teaching,Master of Education,Sydney,"Semester 1: February
Semester 2: July",1.5 years full time,35800.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-education
Australia,Macquarie University,Education,Master of Teaching (Secondary),Sydney,February,2 years,38900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-teaching-secondary
Australia,Macquarie University,"Engineering, Management",Master of Engineering Management,Sydney,"February, July",2 years,46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-engineering-management
Australia,Macquarie University,Engineering,Master of Engineering (Professional) in Civil and Construction Engineering,Sydney,February,"1 year, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-engineering-professional-in-civil-and-construction-engineering
Australia,Macquarie University,Engineering,Master of Engineering (Professional) in Environmental Engineering,Sydney,February,"1 year, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-engineering-professional-in-environmental-engineering
Australia,James Cook University,"Ciencias, Tecnología e Ingeniería",Master of Information Technology - Master of Business Administration (Double Degree),"Cairns, Brisbane","January, May, September",2 years full-time,38008.0,AUD,https://www.jcu.edu.au/courses/master-of-information-technology-master-of-business-administration?international
Australia,University of Southern Queensland,Education and Teaching,Master of Education (Commonwealth Supported) (Guidance & Counselling),Toowomba,"January, May","1,5 years full time",27400.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-education-commonwealth-supported/guidance-counselling/international
Australia,University of Southern Queensland,Education and Teaching,Master of Education (Commonwealth Supported) (Special & Inclusive Education),Toowomba,"January, May","1,5 years full time",27400.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-education-commonwealth-supported/special-inclusive-education/international
Australia,University of Southern Queensland,Education and Teaching,Master of Research,"Ipswich
Springfield
Toowoomba","January, May, September",2 years full time,33600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-research/international
Alemania,SRH Berlin,Engineering,Master in Sustainable Battery Production Engineering | DUAL,Berlin,-,2 years full time,9960.0,EUR,https://www.srh-berlin.de/en/master/battery-technology-berlin/
Alemania,SRH Berlin,Engineering,"Master in Renewable Energy, Water and Waste Management",Berlin,"April, october",2 years full time,1080.0,EUR,https://www.srh-university.de/en/master/engineering-for-renewable-energy-water-and-waste-management/
Alemania,SRH Berlin,Engineering,Master in Mobility and Automotive Industry,Berlin,"April, october",2 years full time,1080.0,EUR,https://www.srh-university.de/en/master/engineering-and-sustainable-technology-management-mobility-and-automotive-industry/e/
Alemania,SRH Berlin,Engineering,"Master in Industry 4.0: Automation, Robotics & 3D Manufacturing",Berlin,"April, october",2 years full time,1080.0,EUR,https://www.srh-berlin.de/en/master/engineering-automation-robotics-berlin/
Alemania,SRH Berlin,Engineering,Master in Smart Building Technologies,Berlin,"April, october",2 years full time,1080.0,EUR,https://www.srh-berlin.de/en/master/building-technologies-berlin/
Alemania,SRH Berlin,Engineering,Master in International Business & Engineering,Hamburg,"April, october",2 years full time,1080.0,EUR,https://www.srh-university.de/en/master/international-business-and-engineering/e/
Australia,Deakin University,Engineering,Master of Infrastructure Engineering and Management (Professional),Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,42400.0,AUD,https://www.deakin.edu.au/course/master-infrastructure-engineering-and-management-professional-international
Australia,Deakin University,Engineering,Master of Infrastructure Engineering and Management,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",1 years full time,42400.0,AUD,https://www.deakin.edu.au/course/master-infrastructure-engineering-and-management-international
Australia,Deakin University,Engineering,Master of Engineering (Professional),Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,46400.0,AUD,https://www.deakin.edu.au/course/master-engineering-professional-international
Australia,Deakin University,Engineering,Master of Energy System Management (Professional),Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,42400.0,AUD,https://www.deakin.edu.au/course/master-energy-system-management-professional-international
Australia,Deakin University,Engineering,Master of Energy System Management,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",1 years full time,42400.0,AUD,https://www.deakin.edu.au/course/master-energy-system-management-international
Australia,La Trobe University,Engineering,Master of Civil Engineering,"Melbourne (Bundoora)
Bendigo","Semester 1: March
Semester 2: July             Summer November",2 years full time,46000.0,AUD,https://www.latrobe.edu.au/courses/master-of-civil-engineering#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Engineering,Master of Construction and Engineering Management,"Melbourne (Bundoora)
Bendigo","Semester 1: March
Semester 2: July             Summer November",2 years full time,46000.0,AUD,https://www.latrobe.edu.au/courses/master-of-construction-and-engineering-management#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Engineering,Master of Engineering,Melbourne (Bundoora),"Semester 1: March
Semester 2: July             Summer November",2 years full time,46000.0,AUD,https://www.latrobe.edu.au/courses/master-of-engineering#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Engineering,Master of Engineering Management,Melbourne (Bundoora),"Semester 1: March
Semester 2: July             Summer November",2 years full time,47200.0,AUD,https://www.latrobe.edu.au/courses/master-of-engineering-management#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Engineering,Master of Manufacturing Engineering,Melbourne (Bundoora),"Semester 1: March
Semester 2: July             Summer November",2 years full time,46000.0,AUD,https://www.latrobe.edu.au/courses/master-of-manufacturing-engineering#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Engineering,Master of Quantum Information Technology,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,38325.0,AUD,https://www.latrobe.edu.au/courses/master-of-quantum-information-technology#/career-outcomes?location=BU&studentType=int&year=2024
Australia,RMIT,Engineering,Master of Engineering (Robotics and Mechatronics Engineering),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-engineering-robotics-and-mechatronics-engineering-mc256
Australia,RMIT,Engineering,Master of Engineering (Sustainable Energy),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-engineering-sustainable-energy-mc229
Australia,RMIT,Engineering,Master of Engineering (Sustainable Energy),Bundoora,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-engineering-sustainable-energy-mc229
Australia,RMIT,Engineering,Master of Engineering (Telecommunication and Network Engineering),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-engineering-telecommunication-and-network-engineering-mc234
Australia,RMIT,"Health and Community services, Psycology and Mental Health",Master of Clinical Psychology,Bundoora,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-clinical-psychology-mc002
Australia,RMIT,"Health and Community services, Psycology and Mental Health",Master of Physiotherapy,Bundoora,"Semester 1: February
Semester 2: July",2 years full time,53760.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-physiotherapy-mc287
Australia,RMIT,Information Technology,Master of Artificial Intelligence,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-artificial-intelligence-mc271
Australia,RMIT,Information Technology,Master of Information Technology,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-information-technology-mc208
Australia,RMIT,Law,Master of Justice and Criminology,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,39360.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-justice-and-criminology-mc223
Australia,RMIT,Law,Master of Public Policy,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,39360.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-public-policy-mc216
Australia,RMIT,Science,Master of Biotechnology,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-biotechnology-mc111
Australia,RMIT,Science,Master of Food Science and Technology,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-food-science-and-technology-mc237
Australia,RMIT,Social and community,Master of Global Studies,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,39360.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-global-studies-mc283
Australia,RMIT,Social and community,Master of Social Work,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,39360.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-social-work-mc150
Australia,RMIT,Social and community,Master of Translating and Interpreting,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,39360.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-translating-and-interpreting-mc214
Australia,Macquarie University,Engineering,Master of Engineering (Professional) in Mechanical Engineering,Sydney,February,"1 year, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-engineering-professional-in-mechanical-engineering
Australia,Macquarie University,Engineering,Master of Engineering Management,Sydney,"Semester 1: February
Semester 2: July",2 years full time,43200.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-engineering-management#overview
Australia,Macquarie University,Engineering,Master of Engineering (Professional) in Mechatronics and Automation Engineering,Sydney,February,"1 year, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-engineering-professional-in-mechatronics-and-automation-engineering
Australia,Macquarie University,Engineering,Master of Engineering (Professional) in Renewable Energy and Electrical Engineering,Sydney,February,"1 year, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-engineering-professional-in-renewable-energy-and-electrical-engineering
Australia,Macquarie University,Information Technology,Master of Information Technology,Sydney,"February, July",2 years,46300.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-information-technology
Australia,Macquarie University,Information Technology,Master of Information Technology in Artificial Intelligence,Sydney,"February, July",2 years,46300.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-information-technology-in-artificial-intelligence
Australia,Macquarie University,Information Technology,Master of Information Technology in Cyber Security,Sydney,"February, July","1 year, 1.5 years, 2 years",46300.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-information-technology-in-cyber-security
Australia,James Cook University,"Ciencias, Tecnología e Ingeniería",Master of Data Science (Professional),"Cairns, Brisbane","January, September",2 years full-time,38365.0,AUD,https://www.jcu.edu.au/courses/master-of-data-science-professional?international
Australia,James Cook University,"Ciencias, Tecnología e Ingeniería",Master of Engineering (Professional),"Townsville, Cairns","January, September",2 years full-time,42477.0,AUD,https://www.jcu.edu.au/courses/master-of-engineering-professional?international
Australia,University of Western Australia,Salud y Ciencias Biomedicas,Master of Infectious Diseases,Perth,FEB,2,54900.0,AUD,https://www.uwa.edu.au/study/courses/master-of-infectious-diseases
Australia,University of Western Australia,Salud y Ciencias Biomedicas,Master of Pathology,Perth,FEB,1,49300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-pathology
Australia,University of Western Australia,Salud y Ciencias Biomedicas,Master of Public Health,Perth,"FEB, JUL",2025-05-01 00:00:00,47800.0,AUD,https://www.uwa.edu.au/study/courses/master-of-public-health
Australia,University of Western Australia,Salud y Ciencias Biomedicas,Master of Public Health (Specialisations),Perth,"FEB, JUL",2,47800.0,AUD,https://www.uwa.edu.au/study/courses/master-of-public-health
Australia,University of Western Australia,Salud y Ciencias Biomedicas,Master of Science Communication,Perth,"FEB, JUL",1.5-2,50700.0,AUD,https://www.uwa.edu.au/study/courses/master-of-science-communication
Australia,University of Western Australia,Salud y Ciencias Biomedicas,Master of Social Work,Perth,FEB,2,39300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-social-work
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Aerospace Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/aerospace-engineering/international
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Environmental & Sustainable Resources Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/environmental-sustainable-resources-engineering
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Civil Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/civil-engineering/international
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Electrical & Electronic Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/electrical-electronic-engineering/international
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Engineering Management & Enterprise),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/engineering-management-enterprise/international
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Environmental & Sustainable Resources Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/environmental-sustainable-resources-engineering/international
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Mechanical Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/mechanical-engineering/international
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Mechatronic & Robotic Engineering),Toowomba,"January, May, September",3 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/mechatronic-robotic-engineering/international
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Power Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/power-engineering/international
Australia,University of Southern Queensland,Engineering,Master of Professional Engineering (Structural Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/structural-engineering/international
Australia,University of Southern Queensland,Engineering,Master of Research,"Ipswich
Springfield
Toowoomba","January, May, September",2 years full time,33600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-research/international
Australia,Curtin University,Engineering,Information Systems and Technology,Curtin Perth,"February, July","1,5 years full time",15759.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-information-systems-and-technology--mc-isys/
Canada,Lakehead University,Engineering,Engineering: Electrical & Computer,Thunder Bay,"January, September",2 years full time,2186538.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/electrical-and-computer/node/7270
Canada,Lakehead University,Engineering,Engineering: Environmental,Thunder Bay,"January, September",2 years full time,2186538.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/environmental-engineering/node/7269
Canada,Lakehead University,Engineering,Engineering: Chemical,Thunder Bay,"January, September",2 years full time,2186538.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/engineering-chemical/node/47300
Canada,Lakehead University,Engineering,Engineering: Civil,Thunder Bay,"January, September",2 years full time,2186538.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/engineering-civil/node/23721
Canada,Lakehead University,Engineering,Engineering: Mechanical,Thunder Bay,"January, September",2 years full time,2186538.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/engineering-mechanical/node/17225
Australia,Curtin University,"Engineering, Management",Master of Engineering Management,Curtin Perth,"February, July",1.5 years full time,17915.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-engineering-management--mc-engrmg/
Australia,Flinders University,"Engineering, Management",Master of Engineering Management,"Adelaide (City Campus, Tonsley)","March, July, October",2 years full time,43400.0,AUD,https://www.flinders.edu.au/study/courses/postgraduate-engineering-management
Australia,University of Wollongong,"Engineering, Management",Master of Engineering (Management),Sydney (Wollongong),"February, July",2 years full time,40272.0,AUD,https://coursefinder.uow.edu.au/information/index.html?course=master-of-engineering-management-major
Australia,Deakin University,Environment and Sustainability,Master of Energy System Management,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",1 years full time,42400.0,AUD,https://www.deakin.edu.au/course/master-energy-system-management-international
Australia,Deakin University,Environment and Sustainability,Master of Science (Research),"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,45600.0,AUD,https://www.deakin.edu.au/course/master-science-environmental-science-international
Australia,Deakin University,Environment and Sustainability,Master of Sustainability,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November","1,5 years full time",43600.0,AUD,https://www.deakin.edu.au/course/master-sustainability-international
Australia,Macquarie University,"Information Technology, Business",Master of Information Systems Management,Sydney,"February, July","1 year, 2 years",46300.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-information-systems-management
Australia,Macquarie University,"Data Science, IT",Master of Data Science,Sydney,"February, July","1 year, 2 years",46300.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-data-science
Australia,Griffith University,"Environment, Engineering",Master of Environmental Engineering,Brisbane (Nathan Campus),"March, July",1.5 years full time,42500.0,AUD,https://www.griffith.edu.au/study/degrees/master-of-environmental-engineering-5593
Australia,Griffith University,"Environment, Engineering",Master of Environmental Engineering and Pollution,Brisbane (Nathan Campus),"March, July",2 years full time,42500.0,AUD,https://www.griffith.edu.au/study/degrees/master-of-environmental-engineering-and-pollution-control-5648
Australia,Griffith University,"Environment, Management",Master of Environment,Brisbane (Nathan Campus),"March, July",2 years full time,41000.0,AUD,https://www.griffith.edu.au/study/degrees/master-of-environment-5611
Australia,Charles Darwin University,"Environment, Management",Master of Environmental Management  ,Darwin (Casuarina Campus),"March, August",2 years full time,33848.0,AUD,https://www.cdu.edu.au/study/course/master-environmental-management-senvm1
Australia,Flinders University,"Environment, Sustainability and Management",Master of Environmental Management and Sustainability,Adelaide (Bedford Park),"March, July, October",2 years full time,39100.0,AUD,https://www.flinders.edu.au/study/courses/postgraduate-environmental-management-sustainability
Alemania,SRH Berlin,"Film, television and animation","Master in Film, Television and Digital Narratives",Berlin,"April, october",2 years full time,9960.0,EUR,https://www.srh-berlin.de/en/master/film-and-television-berlin/
Alemania,SRH Berlin,"Film, television and animation",Master in Photography,Berlin,"April, october",2 years full time,9960.0,EUR,https://www.srh-berlin.de/en/master/photography-berlin/
Australia,Deakin University,"Film, television and animation",Master of Film and Television,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,40200.0,AUD,https://www.deakin.edu.au/course/master-film-and-television-international
Australia,Deakin University,"Food, nutrition and dietetics",Master of Dietetics,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November","1,5 years full time",51000.0,AUD,https://www.deakin.edu.au/course/master-dietetics-international
Australia,Deakin University,"Food, nutrition and dietetics",Master of Nutrition and Population Health,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-nutrition-and-population-health-international
Canada,Lakehead University,Geology,Geology,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/geology/node/7264
Suecia,Jönköping University,Global Studies,Master of Science with a major in Global Studies specialisation in Sustainability Studies,"Jönköping, Sweden",Autum: August,2 years full time,120000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/global-studies-sustainable-societies-and-social-change-two-years.html
Suecia,Jönköping University,Global Studies,Master of Science with a major in Global Studies specialisation in Sustainability Studies,"Jönköping, Sweden",Autum: August,1 year full time,120000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/global-studies-sustainable-societies-and-social-change-one-year.html
Suecia,Jonkoping University,Engineering,User Experience Design (Informatics),"Jönköping, Sweden",Autumn 2026,1 year,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/user-experience-design-one-year-master-autumn-2026-mu125.html
Suecia,Jonkoping University,Engineering,AI Engineering (Computer Science),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/ai-engineering-master-autumn-2026-mu126.html
Suecia,Jonkoping University,Engineering,Digital Product Development (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/digital-product-development-master-autumn-2026-mu143.html
Suecia,Jonkoping University,Engineering,Industrial Design (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/industrial-design-master-autumn-2026-mu140.html#showmore-Factsandrequirements
Suecia,Jonkoping University,Engineering,Supply Chain Operations Management (Production Systems),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/supply-chain-operations-management-master-autumn-2026-mu139.html
Suecia,Jonkoping University,Engineering,Sustainable Building Information Management (Built Environment),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/sustainable-building-information-management-master-autumn-2026-mu127.html
Suecia,Jonkoping University,Engineering,Production Engineering and Automation (Production Systems),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,
Suecia,Jonkoping University,Engineering,Materials Engineering for the Manufacturing Industry (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,
Suecia,Jonkoping University,Engineering,Software Engineering for AI (Computer Science),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/software-engineering-for-ai-master-autumn-2026-mu110.html
Suecia,Jonkoping University,Engineering,Cybersecurity (Computer Science),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/cybersecurity-master-autumn-2026-mu107.html
Suecia,Jonkoping University,Engineering/health sciences,Master in Assistive Technology for Prosthetics and Orthotists (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,160000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/master-of-product-development---specialisation-in-assistive-technology-mastech-for-prosthetist-orthotists-autumn-2026-mu124.html
Suecia,Jonkoping University,Engineering/health sciences,Master in Assistive Technology for Engineers (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,160000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/master-of-product-development---specialisation-in-assistive-technology-mastech-for-engineers-autumn-2026-mu123.html
Suecia,Jonkoping University,Engineering,User Experience Design (Informatics),"Jönköping, Sweden",Autumn 2026,1 year,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/user-experience-design-one-year-master-autumn-2026-mu125.html
Suecia,Jonkoping University,Engineering,AI Engineering (Computer Science),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/ai-engineering-master-autumn-2026-mu126.html
Suecia,Jonkoping University,Engineering,Digital Product Development (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/digital-product-development-master-autumn-2026-mu143.html
Suecia,Jonkoping University,Engineering,Industrial Design (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/industrial-design-master-autumn-2026-mu140.html#showmore-Factsandrequirements
Suecia,Jonkoping University,Engineering,Supply Chain Operations Management (Production Systems),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/supply-chain-operations-management-master-autumn-2026-mu139.html
Suecia,Jonkoping University,Engineering,Sustainable Building Information Management (Built Environment),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/sustainable-building-information-management-master-autumn-2026-mu127.html
Suecia,Jonkoping University,Engineering,Production Engineering and Automation (Production Systems),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/production-engineering-and-automation-master-autumn-2026-mu121.html
Suecia,Jonkoping University,Engineering,Materials Engineering for the Manufacturing Industry (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/materials-engineering-for-the-manufacturing-industry-master-autumn-2027-mu120.html
Suecia,Jonkoping University,Engineering,Software Engineering for AI (Computer Science),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/software-engineering-for-ai-master-autumn-2026-mu110.html
Suecia,Jonkoping University,Engineering,Cybersecurity (Computer Science),"Jönköping, Sweden",Autumn 2026,2 years,170000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/cybersecurity-master-autumn-2026-mu107.html
Suecia,Jonkoping University,Engineering/health sciences,Master in Assistive Technology for Prosthetics and Orthotists (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,160000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/master-of-product-development---specialisation-in-assistive-technology-mastech-for-prosthetist-orthotists-autumn-2026-mu124.html
Suecia,Jonkoping University,Engineering/health sciences,Master in Assistive Technology for Engineers (Product Development),"Jönköping, Sweden",Autumn 2026,2 years,160000.0,SEK,https://ju.se/en/study-at-ju/our-programmes/master-programmes/master-of-product-development---specialisation-in-assistive-technology-mastech-for-engineers-autumn-2026-mu123.html
Nueva Zelanda,The University of Auckland,Global Studies,Master of Arts in Politics and International Relations,Auckland,"Semester 1:  March, Semester 2: July",1 - 1.5 years full time,50810.0,NZD,https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/politics-and-international-relations/postgraduate.html
Nueva Zelanda,Victoria University of Wellington,Global Studies,Master of International Relations,Wellington,"Semester 1:  February, Semester 2: July",1.5 years full time,54250.0,NZD,https://www.wgtn.ac.nz/explore/postgraduate-programmes/master-of-international-relations/overview?programme=master-of-international-relations&international=true
Australia,James Cook University,"Ciencias, Tecnología e Ingeniería",Master of Engineering Management,Brisbane,"January, May, September",2 years full-time,39280.0,AUD,https://www.jcu.edu.au/courses/master-of-engineering-management?international
Canada,Lakehead University,Health,Health Sciences,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/health-sciences/node/7242
Canada,Lakehead University,Health,Kinesiology,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/kinesiology/node/7260
